train_losses,val_losses
1.13826380770662,0.6510178584443487
0.5393287044368019,0.6472603440608667
0.5392318276360256,0.6028046747264655
0.5391038575932144,0.6072845839611862
0.5389114050045439,0.6341552640432897
0.5388415023531057,0.5508909738906052
0.5388051722991521,0.5507487834471724
0.5387490826447918,0.5508244649871535
0.5386810667548558,0.5509100828481757
0.5387208873759828,0.5508449179646762
0.5387189938629247,0.550887441019649
0.5386369657666514,0.5508680170320946
0.5386714423650735,0.550906805564528
0.5386637118847474,0.5508197238263877
0.5386654802382811,0.5508582909470019
0.5386245338591477,0.5508414197551168
0.5387381692363686,0.5508607580609943
0.5386528959348628,0.5508061054608097
0.538571845765654,0.550862531947053
0.538673251543356,0.5508665954289229
0.5386716109493778,0.5508659637492636
0.5386529974468922,0.5508668997689433
0.5386521026270477,0.5508760027587414
0.5386275916660814,0.5508779825075812
0.538648727522562,0.5508785670542199
0.5387221729932715,0.5508821635790493
0.5387257282415435,0.5508842612414256
0.538679153255658,0.5508827965544618
0.5386701700292544,0.5508830166705276
0.5386722358774811,0.5508834544731223
0.5386634549505378,0.5508765382287295
0.5386666390081565,0.5508839167330576
0.5385599102680007,0.5508749577338281
0.5387072000797472,0.5508798124349635
0.5386815479182951,0.550876126503167
0.5386461859325999,0.5508802269140015
0.538570169044032,0.5508790864892628
0.5386562089838548,0.5508815944194794
0.538624892961788,0.5508858746160632
0.5386579480721216,0.550883671025867
0.5386179429596157,0.5508762648248154
0.5386317521802553,0.5508825599175432
0.5387035564389463,0.5508831038099268
0.5385758262340755,0.5508839899431104
0.5386212183081586,0.5508831692454608
0.5386453103401977,0.5508757173691107
0.5386019452928951,0.5508825126225534
0.5385913755702072,0.5508756211594396
0.5385860359590304,0.5508813877468524
0.5386108392231524,0.550882507763479
0.5386516650801938,0.5508765571791193
