train_losses,val_losses
0.8350555498114566,0.736767078318247
0.6986731702519446,0.6673382666052842
0.6568157889486588,0.6428203873518037
0.6334411946614993,0.6261075909544782
0.6178597737987017,0.6112842225446934
0.6053829909753554,0.5998605009986133
0.5932513275711807,0.5882333924130696
0.5848161161867613,0.5786638099972795
0.5772328233135116,0.5730616174093107
0.5703633538994592,0.5701842046365505
0.5652407585191972,0.5569529417084484
0.5588666355794238,0.5560951959796068
0.5548997050554482,0.5524802876681816
0.5522096467386816,0.5497283092359218
0.5477841938893819,0.5431872867956394
0.5455633901136437,0.5394698992008116
0.543186513572624,0.5414800047874451
0.538772037041556,0.5355025442635141
0.536471346374025,0.5337808728218079
0.5329121908115357,0.5358438113840615
0.5338850451498917,0.5275855122542963
0.5294119465289656,0.5323097197020926
0.5272709735736405,0.5312561698076201
0.5258884634246531,0.5251351304170562
0.5239825521394149,0.5245731342129591
0.5220644957933229,0.5238408155557586
0.519376686399745,0.5209556149273384
0.519324933514767,0.5197534808298436
0.5166527860865151,0.5209416194659907
0.5161965395679179,0.5168636339466747
0.514695888250759,0.5176304317102199
0.5132874680548599,0.5141011374752696
0.5128144599574128,0.5121553380314897
0.5102259363095785,0.5130231336849492
0.5103317135080849,0.5102480955240203
0.5095010330689322,0.5108047898222761
0.5073686848135338,0.5064742405240129
0.5063253405321505,0.5028054699665163
0.5056118501215866,0.5117489564709548
0.510172238899875,0.509124566869038
0.5052447477259587,0.5063258147821194
0.5042750962923482,0.5067828006860686
0.5018788640646591,0.5058484193755359
0.5030261156792494,0.5009977701233654
0.5010033718396708,0.5038376348774608
0.5002740361180502,0.4977447419631772
0.49870384799450945,0.499195883913738
0.5079657848655563,0.499396587290415
0.5024305746420142,0.510825258929555
0.5095416052439778,0.5049826401035961
