train_losses,val_losses
0.8329885009023332,0.7381413273695039
0.6991910410603297,0.6692834045828843
0.6576915417903477,0.6421406850582216
0.6347514263440653,0.6300904896201157
0.6186564398795059,0.6147147518832509
0.605461354185011,0.5991880166821364
0.5930636605804729,0.5869768334598076
0.5839296133862328,0.5776658610599797
0.575281898615901,0.574721378524129
0.5696163818854647,0.566601978569496
0.5640363154030338,0.5718885805548691
0.5600019393815208,0.5547918720943171
0.5552895808803666,0.5520219773781009
0.5515208723618812,0.5503595107939185
0.5508707042053803,0.5462204683117751
0.5463382672403276,0.5407026933460701
0.5420428752591929,0.5405970157646551
0.5399104879842591,0.5359914041146999
0.5375577239799745,0.5355717583400447
0.5343407245794523,0.5332922208599928
0.531810134802897,0.5289302729978794
0.5301732679771394,0.5322004018760309
0.5284258662578986,0.5454795346027468
0.5276401158153396,0.5249201684463315
0.5245590498766948,0.5268107579975594
0.5225862096419039,0.5231164214087696
0.5204228665871719,0.5223117761495637
0.5202861701704792,0.5248116560098601
0.5182504843651634,0.5185630844860543
0.5176298534593631,0.5410451627359157
0.5179585172343499,0.5155438184738159
0.5142186347049537,0.5143761983731898
0.5141060314688486,0.5127216940972863
0.5121889177364173,0.513724792294386
0.5117793807510248,0.5092308841100553
0.5098198115364793,0.5098127228457753
0.5089664442330292,0.5099699613524646
0.5117221303360978,0.5046308622127627
0.5089433802310953,0.5052100972431463
0.5064684071184433,0.5066087304092035
0.5061487652284583,0.5065646811229426
0.5057741504969057,0.5080508618820004
0.5077622562800486,0.5080433880410543
0.5067427793575316,0.5039922551410955
0.5049062921214349,0.5072459360448326
0.5076295016813523,0.5024615569812495
0.5023412239766613,0.5015020879303537
0.5025410235849852,0.4988035021758661
0.5006946193188736,0.5057980825261372
0.5015400907735235,0.5020696608031668
